740472;0
740473;0
740474;0
740475;0
740476;0
740477;0
740478;0
740479;0
740480;0
740481;0
740482;0
740483;0
740484;0
740485;0
740486;0
740487;0
740488;0
740489;0
740490;0
740491;0
740492;0
740493;0
740494;0
740495;0
740496;0
740497;0
740498;0
740499;0
740500;0
740501;0
740502;0
740503;0
740504;0
740505;0
740506;0
740507;0
740508;0
740509;0
740510;0
740511;0
740512;0
740513;0
740514;0
740515;0
740516;0
740517;0
740518;0
740519;0
740520;0
740521;0
740522;0
740523;0
740524;0
740525;0
740526;0
740527;0
740528;0
740529;0
740530;0
740531;0
740532;0
740533;0
740534;0
740535;0
740536;0
740537;0
740538;0
740539;0
740540;0
740541;0
740542;0
740543;0
740544;0
740545;0
740546;0
740547;0
740548;0
740549;0
740550;0
740551;0
740552;0
740553;0
740554;0
740555;0
740556;0
740557;0
740558;0
740559;0
740560;0
740561;0
740562;0
740563;0
740564;0
740565;0
740566;0
740567;0
740568;0
740569;0
740570;0
740571;0
740572;0
740573;0
740574;0
740575;0
740576;0
740577;0
740578;0
740579;0
740580;0
740581;0
740582;0
740583;0
740584;0
740585;0
740586;0
740587;0
740588;0
740589;0
740590;0
740591;0
740592;0
740593;0
740594;0
740595;0
740596;0
740597;0
740598;0
740599;0
740600;0
740601;0
740602;0
740603;0
740604;0
740605;0
740606;0
740607;0
740608;0
740609;0
740610;0
740611;0
740612;0
740613;0
740614;0
740615;0
740616;0
740617;0
740618;0
740619;0
740620;0
740621;0
740622;0
740623;0
740624;0
740625;0
740626;0
740627;0
740628;0
740629;0
740630;0
740631;0
740632;0
740633;0
740634;0
740635;0
740636;0
740637;0
740638;0
740639;0
740640;0
740641;0
740642;0
740643;0
740644;0
740645;0
740646;0
740647;0
740648;0
740649;0
740650;0
740651;0
740652;0
740653;0
740654;0
740655;0
740656;0
740657;0
740658;0
740659;0
740660;0
740661;0
740662;0
740663;0
740664;0
740665;0
740666;0
740667;0
740668;0
740669;0
740670;0
740671;0
740672;0
740673;0
740674;0
740675;0
740676;0
740677;0
740678;0
740679;0
740680;0
740681;0
740682;0
740683;0
740684;0
740685;0
740686;0
740687;0
740688;0
740689;0
740690;0
740691;0
740692;0
740693;0
740694;0
740695;0
740696;0
740697;0
740698;0
740699;0
740700;0
740701;0
740702;0
740703;0
740704;0
740705;0
740706;0
740707;0
740708;0
740709;0
740710;0
740711;0
740712;0
740713;0
740714;0
740715;0
740716;0
740717;0
740718;0
740719;0
740720;0
740721;0
740722;0
740723;0
740724;0
740725;0
740726;0
740727;0
740728;0
740729;0
740730;0
740731;0
740732;0
740733;0
740734;0
740735;0
740736;0
740737;0
740738;0
740739;0
740740;0
740741;0
740742;0
740743;0
740744;0
740745;0
740746;0
740747;0
740748;0
740749;0
740750;0
740751;0
740752;0
740753;0
740754;0
740755;0
740756;0
740757;0
740758;0
740759;0
740760;0
740761;0
740762;0
740763;0
740764;0
740765;0
740766;0
740767;0
740768;0
740769;0
740770;0
740771;0
740772;0
740773;0
740774;0
740775;0
740776;0
740777;0
740778;0
740779;0
740780;0
740781;0
740782;0
740783;0
740784;0
740785;0
740786;0
740787;0
740788;0
740789;0
740790;0
740791;0
740792;0
740793;0
740794;0
740795;0
740796;0
740797;0
740798;0
740799;0
740800;0
740801;0
740802;0
740803;0
740804;0
740805;0
740806;0
740807;0
740808;0
740809;0
740810;0
740811;0
740812;0
740813;0
740814;0
740815;0
740816;0
740817;0
740818;0
740819;0
740820;0
740821;0
740822;0
740823;0
740824;0
740825;0
740826;0
740827;0
740828;0
740829;0
740830;0
740831;0
740832;0
740833;0
740834;0
740835;0
740836;0
740837;0
740838;0
740839;0
740840;0
740841;0
740842;0
740843;0
740844;0
740845;0
740846;0
740847;0
740848;0
740849;0
740850;0
740851;0
740852;0
740853;0
740854;0
740855;0
740856;0
740857;0
740858;0
740859;0
740860;0
740861;0
740862;0
740863;0
740864;0
740865;0
740866;0
740867;0
740868;0
740869;0
740870;0
740871;0
740872;0
740873;0
740874;0
740875;0
740876;0
740877;0
740878;0
740879;0
740880;0
740881;0
740882;0
740883;0
740884;0
740885;0
740886;0
740887;0
740888;0
740889;0
740890;0
740891;0
740892;0
740893;0
740894;0
740895;0
740896;0
740897;0
740898;0
740899;0
740900;0
740901;0
740902;0
740903;0
740904;0
740905;0
740906;0
740907;0
740908;0
740909;0
740910;0
740911;0
740912;0
740913;0
740914;0
740915;0
740916;0
740917;0
740918;0
740919;0
740920;0
740921;0
740922;0
740923;0
740924;0
740925;0
740926;0
740927;0
740928;0
740929;0
740930;0
740931;0
740932;0
740933;0
740934;0
740935;0
740936;0
740937;0
740938;0
740939;0
740940;0
740941;0
740942;0
740943;0
740944;0
740945;0
740946;0
740947;0
740948;0
740949;0
740950;0
740951;0
740952;0
740953;0
740954;0
740955;0
740956;0
740957;0
740958;0
740959;0
740960;0
740961;0
740962;0
740963;0
740964;0
740965;0
740966;0
740967;0
740968;0
740969;0
740970;0
740971;0
740972;0
740973;0
740974;0
740975;0
740976;0
740977;0
740978;0
740979;0
740980;0
740981;0
740982;0
740983;0
740984;0
740985;0
740986;0
740987;0
740988;0
740989;0
740990;0
740991;0
740992;0
740993;0
740994;0
740995;0
740996;0
740997;0
740998;0
740999;0
741000;0
741001;0
741002;0
741003;0
741004;0
741005;0
741006;0
741007;0
741008;0
741009;0
741010;0
741011;0
741012;0
741013;0
741014;0
741015;0
741016;0
741017;0
741018;0
741019;0
741020;0
741021;0
741022;0
741023;0
741024;0
741025;0
741026;0
741027;0
741028;0
741029;0
741030;0
741031;0
741032;0
741033;0
741034;0
741035;0
741036;0
741037;0
741038;0
741039;0
741040;0
741041;0
741042;0
741043;0
741044;0
741045;0
741046;0
741047;0
741048;0
741049;0
741050;0
741051;0
741052;0
741053;0
741054;0
741055;0
741056;0
741057;0
741058;0
741059;0
741060;0
741061;0
741062;0
741063;0
741064;0
741065;0
741066;0
741067;0
741068;0
741069;0
741070;0
741071;0
741072;0
741073;0
741074;0
741075;0
741076;0
741077;0
741078;0
741079;0
741080;0
741081;0
741082;0
741083;0
741084;0
741085;0
741086;0
741087;0
741088;0
741089;0
741090;0
741091;0
741092;0
741093;0
741094;0
741095;0
741096;0
741097;0
741098;0
741099;0
741100;0
741101;0
741102;0
741103;0
741104;0
741105;0
741106;0
741107;0
741108;0
741109;0
741110;0
741111;0
741112;0
741113;0
741114;0
741115;0
741116;0
741117;0
741118;0
741119;0
741120;0
741121;0
741122;0
741123;0
741124;0
741125;0
741126;0
741127;0
741128;0
741129;0
741130;0
741131;0
741132;0
741133;0
741134;0
741135;0
741136;0
741137;0
741138;0
741139;0
741140;0
741141;0
741142;0
741143;0
741144;0
741145;0
741146;0
741147;0
741148;0
741149;0
741150;0
741151;0
741152;0
741153;0
741154;0
741155;0
741156;0
741157;0
741158;0
741159;0
741160;0
741161;0
741162;0
741163;0
741164;0
741165;0
741166;0
741167;0
741168;0
741169;0
741170;0
741171;0
741172;0
741173;0
741174;0
741175;0
741176;0
741177;0
741178;0
741179;0
741180;0
741181;0
741182;0
741183;0
741184;0
741185;0
741186;0
741187;0
741188;0
741189;0
741190;0
741191;0
741192;0
741193;0
741194;0
741195;0
741196;0
741197;0
741198;0
741199;0
741200;0
741201;0
741202;0
741203;0
741204;0
741205;0
741206;0
741207;0
741208;0
741209;0
741210;0
741211;0
741212;0
741213;0
741214;0
741215;0
741216;0
741217;0
741218;0
741219;0
741220;0
741221;0
741222;0
741223;0
741224;0
741225;0
741226;0
741227;0
741228;0
741229;0
741230;0
741231;0
741232;0
741233;0
741234;0
741235;0
741236;0
741237;0
741238;0
741239;0
741240;0
741241;0
741242;0
741243;0
741244;0
741245;0
741246;0
741247;0
741248;0
741249;0
741250;0
741251;0
741252;0
741253;0
741254;0
741255;0
741256;0
741257;0
741258;0
741259;0
741260;0
741261;0
741262;0
741263;0
741264;0
741265;0
741266;0
741267;0
741268;0
741269;0
741270;0
741271;0
741272;0
741273;0
741274;0
741275;0
741276;0
741277;0
741278;0
741279;0
741280;0
741281;0
741282;0
741283;0
741284;0
741285;0
741286;0
741287;0
741288;0
741289;0
741290;0
741291;0
741292;0
741293;0
741294;0
741295;0
741296;0
741297;0
741298;0
741299;0
741300;0
741301;0
741302;0
741303;0
741304;0
741305;0
741306;0
741307;0
741308;0
741309;0
741310;0
741311;0
741312;0
741313;0
741314;0
741315;0
741316;0
741317;0
741318;0
741319;0
741320;0
741321;0
741322;0
741323;0
741324;0
741325;0
741326;0
741327;0
741328;0
741329;0
